run_name,subset,top_k,num_features,model_family,model_variant,balanced_accuracy,macro_f1,sensitivity,specificity,precision,auroc,auprc
language_en_all_rich,text_plus_pause_plus_acoustic,5,5,svm,linear_c1,0.6553941717083083,0.6580493537015276,0.4661016949152542,0.8446866485013624,0.49107142857142855,0.6650579596360782,0.46891473487251495
language_en_all_rich,pause_only,5,5,dt,depth20,0.6458458412229252,0.628691584864502,0.5423728813559322,0.7493188010899182,0.41025641025641024,0.7089317877430379,0.46537175921982016
language_en_all_rich,pause_only,10,10,dt,depth20,0.6458458412229252,0.628691584864502,0.5423728813559322,0.7493188010899182,0.41025641025641024,0.7089317877430379,0.46537175921982016
language_en_all_rich,pause_only,20,20,dt,depth20,0.6458458412229252,0.628691584864502,0.5423728813559322,0.7493188010899182,0.41025641025641024,0.7089317877430379,0.46537175921982016
language_en_all_rich,pause_only,50,21,dt,depth20,0.6458458412229252,0.628691584864502,0.5423728813559322,0.7493188010899182,0.41025641025641024,0.7089317877430379,0.46537175921982016
language_en_all_rich,pause_only,100,21,dt,depth20,0.6458458412229252,0.628691584864502,0.5423728813559322,0.7493188010899182,0.41025641025641024,0.7089317877430379,0.46537175921982016
language_en_all_rich,pause_only,all,21,dt,depth20,0.6458458412229252,0.628691584864502,0.5423728813559322,0.7493188010899182,0.41025641025641024,0.7089317877430379,0.46537175921982016
language_en_all_rich,all_universal,5,5,dt,depth20,0.6399690574054403,0.6558349400171379,0.3644067796610169,0.9155313351498637,0.581081081081081,0.6577033205560431,0.38323778085266813
language_en_all_rich,text_only,5,5,dt,depth20,0.6399690574054403,0.6558349400171379,0.3644067796610169,0.9155313351498637,0.581081081081081,0.6577033205560431,0.38323778085266813
language_en_all_rich,text_plus_pause,5,5,dt,depth20,0.6399690574054403,0.6558349400171379,0.3644067796610169,0.9155313351498637,0.581081081081081,0.6577033205560431,0.38323778085266813
